pmid,gene_id,gene_text,title,journal
36539685,102682064,NAC transcription factor,Inferring regulatory element landscapes and gene regulatory networks from integrated analysis in eight hulless barley varieties under abiotic stress.,BMC Genomics. 2022 Dec 20
38191625,732663,Glycosyltransferase,Finding stable and closely linked QTLs against spot blotch in different planting dates during the adult stage in barley.,
38329704,100271901,RcaA,"Jasmonic acid improves barley photosynthetic efficiency through a possible regulatory module, MYC2-RcaA, under combined drought and salinity stress.",Photosynth Res
38977885,84188,FAR1,Detection of closely linked QTLs and candidate genes controlling germination indices in response to drought and salinity stresses in barley.,Sci Rep
39323024,23567,JAZ,JAZ2 Negatively Regulates Drought Tolerance in Barley by Modulating PLT2 Expression.,Plant Cell Environ
39323024,3113,PLT1,JAZ2 Negatively Regulates Drought Tolerance in Barley by Modulating PLT2 Expression.,Plant Cell Environ
39490446,55586,Myo-inositol oxygenase,"Pgmiox mediates stress response and plays a critical role for pathogenicity in Pyrenophora graminea,the agent of barley leaf stripe.",Plant Sci
9247545,543466,tacr7,cDNA structure and expression patterns of a low-temperature-specific wheat gene tacr7.,Plant Mol Biol. 1997 Jul
39717481,850963,HSP60,Identification of crucial drought-tolerant genes of barley through comparative transcriptomic analysis and yeast-based stress assay.,Front Genet
40120886,548224,LHCI,The alternative splicing of HvLHCA4.2 enhances drought tolerance in barley by regulating ROS scavenging and stomatal closure.,Int J Biol Macromol
40200141,778366,HvNCED1,ABA-induced alternative splicing drives transcriptomic reprogramming for drought tolerance in barley.,BMC Plant Biol
40259234,100135703,SlTPS1,Physiological and transcriptomic evaluation of salt tolerance in Egyptian tomato landraces at the seedling stage.,BMC Plant Biol
40361008,102682070,chitinase,Genome-wide identification of chitinase gene family in Hordeum vulgare: insights into stress response mechanisms and evolutionary dynamics.,BMC Plant Biol
40624271,102682064,NAC,Comprehensive genome-wide characterization of NAC transcription factors in Barley influence insights into stress tolerance and evolutionary dynamics.,Sci Rep
41941855,102682064,NAC transcription factor,Genomic hotspots integrating antioxidant priming and hormone-ROS signaling shape barley resilience to Cold-Drought stress.,Plant Physiol Biochem
