pmid,gene_id,gene_text,title,journal
27420922,855661,HSP40,OsASR5 enhances drought tolerance through a stomatal closure pathway associated with ABA and H2 O2 signalling in rice.,Plant Biotechnol J. 2017 Feb
27625663,843671,AtEDT1,Overexpression of AtEDT1/HDG11 in Chinese Kale (Brassica oleracea var. alboglabra) Enhances Drought and Osmotic Stress Tolerance.,Front Plant Sci. 2016 Aug 30
27644410,820438,Hsp70,Sequence analysis of the Hsp70 family in moss and evaluation of their functions in abiotic stress responses.,Sci Rep. 2016 Sep 20
27683092,818903,PHYTOCHROME-INTERACTING FACTOR 4,Double overexpression of DREB and PIF transcription factors improves drought stress tolerance and cell elongation in transgenic plants.,Plant Biotechnol J. 2017 Apr
27899926,835307,RD29A,Bioinformatic Analyses of Subgroup-A Members of the Wheat bZIP Transcription Factor Family and Functional Identification of TabZIP174 Involved in Drought Stress Response.,Front Plant Sci. 2016 Nov 16
27899926,835306,RD29B,Bioinformatic Analyses of Subgroup-A Members of the Wheat bZIP Transcription Factor Family and Functional Identification of TabZIP174 Involved in Drought Stress Response.,Front Plant Sci. 2016 Nov 16
27899926,840987,RAB18,Bioinformatic Analyses of Subgroup-A Members of the Wheat bZIP Transcription Factor Family and Functional Identification of TabZIP174 Involved in Drought Stress Response.,Front Plant Sci. 2016 Nov 16
27899926,830424,DREB2A,Bioinformatic Analyses of Subgroup-A Members of the Wheat bZIP Transcription Factor Family and Functional Identification of TabZIP174 Involved in Drought Stress Response.,Front Plant Sci. 2016 Nov 16
27899926,818854,COR15A,Bioinformatic Analyses of Subgroup-A Members of the Wheat bZIP Transcription Factor Family and Functional Identification of TabZIP174 Involved in Drought Stress Response.,Front Plant Sci. 2016 Nov 16
27899926,838632,COR47,Bioinformatic Analyses of Subgroup-A Members of the Wheat bZIP Transcription Factor Family and Functional Identification of TabZIP174 Involved in Drought Stress Response.,Front Plant Sci. 2016 Nov 16
28241800,841721,NAM,The essence of NAC gene family to the cultivation of drought-resistant soybean (Glycine max L. Merr.) cultivars.,BMC Plant Biol. 2017 Feb 28
28241800,839265,ATAF1/2,The essence of NAC gene family to the cultivation of drought-resistant soybean (Glycine max L. Merr.) cultivars.,BMC Plant Biol. 2017 Feb 28
28241800,830779,ATAF1/2,The essence of NAC gene family to the cultivation of drought-resistant soybean (Glycine max L. Merr.) cultivars.,BMC Plant Biol. 2017 Feb 28
28241800,835478,CUC2,The essence of NAC gene family to the cultivation of drought-resistant soybean (Glycine max L. Merr.) cultivars.,BMC Plant Biol. 2017 Feb 28
28330319,7009,Bax inhibitor-1,Roles of plant hormones and anti-apoptosis genes during drought stress in rice (Oryza sativa L.).,3 Biotech. 2016 Dec
28340002,836163,AtSIZ1,"Overexpression of the Rice SUMO E3 Ligase Gene OsSIZ1 in Cotton Enhances Drought and Heat Tolerance, and Substantially Improves Fiber Yields in the Field under Reduced Irrigation and Rainfed Conditions.",Plant Cell Physiol. 2017 Apr 1
28344585,100192952,ubiquitin,Ectopic Expression of OsSta2 Enhances Salt Stress Tolerance in Rice.,Front Plant Sci. 2017 Mar 10
28378532,842114,galactinol synthase 2,Overexpression of an Arabidopsis thaliana galactinol synthase gene improves drought tolerance in transgenic rice and increased grain yield in the field.,Plant Biotechnol J. 2017 Nov
28378532,100192952,ubiquitin,Overexpression of an Arabidopsis thaliana galactinol synthase gene improves drought tolerance in transgenic rice and increased grain yield in the field.,Plant Biotechnol J. 2017 Nov
28415033,542372,PEPC,Physiological investigation of C4-phosphoenolpyruvate-carboxylase-introduced rice line shows that sucrose metabolism is involved in the improved drought tolerance.,Plant Physiol Biochem. 2017 Jun
28888162,103647543,phosphoenolpyruvate carboxylase,Improved short-term drought response of transgenic rice over-expressing maize C4 phosphoenolpyruvate carboxylase via calcium signal cascade.,J Plant Physiol. 2017 Nov
29184886,29141366,"RPS4, 10 and 18a",Expression Profiling of Ribosomal Protein Gene Family in Dehydration Stress Responses and Characterization of Transgenic Rice Plants Overexpressing RPL23A for Water-Use Efficiency and Tolerance to Drought and Salt Stresses.,Front Chem. 2017 Nov 14
29312925,606407,CDPK,"Comparative Analysis of CDPK Family in Maize, Arabidopsis, Rice, and Sorghum Revealed Potential Targets for Drought Tolerance Improvement.",Front Chem. 2017 Dec 19
29312925,100381337,MAPK,"Comparative Analysis of CDPK Family in Maize, Arabidopsis, Rice, and Sorghum Revealed Potential Targets for Drought Tolerance Improvement.",Front Chem. 2017 Dec 19
30107881,28721236,peroxidase,"Isolation and identification of wheat gene TaDIS1 encoding a RING finger domain protein, which negatively regulates drought stress tolerance in transgenic Arabidopsis.",Plant Sci. 2018 Oct
30107881,829661,catalase,"Isolation and identification of wheat gene TaDIS1 encoding a RING finger domain protein, which negatively regulates drought stress tolerance in transgenic Arabidopsis.",Plant Sci. 2018 Oct
30516767,817715,glutathione peroxidase,Rice (Oryza sativa L.) tau class glutathione S-transferase (OsGSTU30) overexpression in Arabidopsis thaliana modulates a regulatory network leading to heavy metal and drought stress tolerance.,Metallomics. 2019 Feb 20
31072449,836865,AtMYB44,Transgenic expression of rice MYB102 (OsMYB102) delays leaf senescence and decreases abiotic stress tolerance in Arabidopsis thaliana.,BMB Rep. 2019 Nov
31113977,838138,AVP1,"Co-overexpression of AVP1 and OsSIZ1 in Arabidopsis substantially enhances plant tolerance to drought, salt, and heat stresses.",Sci Rep. 2019 May 21
31338715,6240301,histone deacetylase,Intracellular localization of histone deacetylase HDA6 in plants.,J Plant Res. 2019 Sep
31338715,836431,HDA6,Intracellular localization of histone deacetylase HDA6 in plants.,J Plant Res. 2019 Sep
31338715,829364,Histone acetyltransferase,Intracellular localization of histone deacetylase HDA6 in plants.,J Plant Res. 2019 Sep
31737015,837602,CER1,Expression Analysis and Functional Characterization of CER1 Family Genes Involved in Very-Long-Chain Alkanes Biosynthesis in Brachypodium distachyon.,Front Plant Sci. 2019 Nov 1
31786672,818764,MIZ1,"Cloning and characterization of a gene encoding MIZ1, a domain of unknown function protein and its role in salt and drought stress in rice.",Protoplasma. 2020 Mar
31930666,100192952,ubiquitin,Expression of the CCCH-tandem zinc finger protein gene OsTZF5 under a stress-inducible promoter mitigates the effect of drought stress on rice grain yield under field conditions.,Plant Biotechnol J. 2020 Aug
32112957,830064,RD19,"SbWRKY30 enhances the drought tolerance of plants and regulates a drought stress-responsive gene, SbRD19, in sorghum.",J Plant Physiol. 2020 Mar-Apr
32255934,100857067,NAC transcription factor,Genome-wide analysis of NAC transcription factor family in maize under drought stress and rewatering.,Physiol Mol Biol Plants. 2020 Apr
32464438,820155,MDHAR,Overexpression of rice glutaredoxin genes LOC_Os02g40500 and LOC_Os01g27140 regulate plant responses to drought stress.,Ecotoxicol Environ Saf. 2020 Sep 1
32902115,838138,AVP1,"Towards doubling fibre yield for cotton in the semiarid agricultural area by increasing tolerance to drought, heat and salinity simultaneously.",Plant Biotechnol J. 2021 Mar
32924751,822287,ICE1,Overexpression of Arabidopsis ICE1 enhances yield and multiple abiotic stress tolerance in indica rice.,Plant Signal Behav. 2020 Nov 1
33007532,820667,atnced3,Drought-induced AtbZIP62 transcription factor regulates drought stress response in Arabidopsis.,Plant Physiol Biochem. 2020 Nov
33007532,834417,atgsnor1-3,Drought-induced AtbZIP62 transcription factor regulates drought stress response in Arabidopsis.,Plant Physiol Biochem. 2020 Nov
33007532,836034,PPO,Drought-induced AtbZIP62 transcription factor regulates drought stress response in Arabidopsis.,Plant Physiol Biochem. 2020 Nov
33094397,843282,AtNAP,The SoNAP gene from sugarcane (Saccharum officinarum) encodes a senescence-associated NAC transcription factor involved in response to osmotic and salt stress.,J Plant Res. 2020 Nov
33176681,823875,AtPLC9,Heterologous expression of heat stress-responsive AtPLC9 confers heat tolerance in transgenic rice.,BMC Plant Biol. 2020 Nov 11
33224159,830471,UGT76C2,An Arabidopsis Cytokinin-Modifying Glycosyltransferase UGT76C2 Improves Drought and Salt Tolerance in Rice.,Front Plant Sci. 2020 Nov 5
33270810,834026,ENHANCED RESPONSE TO ABA1,CRISPR/Cas9-targeted mutagenesis of OsERA1 confers enhanced responses to abscisic acid and drought stress and increased primary root growth under nonstressed conditions in rice.,PLoS One. 2020 Dec 3
33278597,829541,OST1,Transcriptional activation and phosphorylation of OsCNGC9 confer enhanced chilling tolerance in rice.,Mol Plant. 2021 Feb 1
33424910,102682064,NAC,The Effect of Drought on Transcriptome and Hormonal Profiles in Barley Genotypes With Contrasting Drought Tolerance.,Front Plant Sci. 2020 Dec 23
33424910,548296,betaine aldehyde dehydrogenase,The Effect of Drought on Transcriptome and Hormonal Profiles in Barley Genotypes With Contrasting Drought Tolerance.,Front Plant Sci. 2020 Dec 23
33647795,823457,aldehyde oxidase 3,"The rice aldehyde oxidase OsAO3 gene regulates plant growth, grain yield, and drought tolerance by participating in ABA biosynthesis.",Biochem Biophys Res Commun. 2021 Apr 9
33647795,817257,AAO3,"The rice aldehyde oxidase OsAO3 gene regulates plant growth, grain yield, and drought tolerance by participating in ABA biosynthesis.",Biochem Biophys Res Commun. 2021 Apr 9
34031958,732788,ZmDREB2A,ZmbHLH124 identified in maize recombinant inbred lines contributes to drought tolerance in crops.,Plant Biotechnol J. 2021 Oct
34079581,4350088,BZIP,Cell Type-Specific Differentiation Between Indica and Japonica Rice Root Tip Responses to Different Environments Based on Single-Cell RNA Sequencing.,Front Genet. 2021 May 17
34245030,541692,sigma factor,Drought-tolerant Pseudomonas sp. showed differential expression of stress-responsive genes and induced drought tolerance in Arabidopsis thaliana.,Physiol Plant. 2022 Jan
34894501,825527,NCED1,"The moso bamboo WRKY transcription factor, PheWRKY86, regulates drought tolerance in transgenic plants.",Plant Physiol Biochem. 2022 Jan 1
34922142,28721236,peroxidase,RING E3 ubiquitin ligase TaSADR1 negatively regulates drought resistance in transgenic Arabidopsis.,Plant Physiol Biochem. 2022 Jan 1
34922142,829661,catalase,RING E3 ubiquitin ligase TaSADR1 negatively regulates drought resistance in transgenic Arabidopsis.,Plant Physiol Biochem. 2022 Jan 1
34953936,28721236,peroxidase,Comparative analysis of the stellacyanins (SCs) family and focus on drought resistance of PtSC18 in Populus trichocarpa.,Gene. 2022 Mar 1
34953936,829661,catalase,Comparative analysis of the stellacyanins (SCs) family and focus on drought resistance of PtSC18 in Populus trichocarpa.,Gene. 2022 Mar 1
35006841,100191122,WRKY,Whole-Transcriptome Responses to Environmental Stresses in Agricultural Crops Treated with Carbon-Based Nanomaterials.,ACS Appl Bio Mater. 2021 May 17
35193744,541622,phosphoenolpyruvate carboxykinase,"Overexpression of ZmPCK2, a phosphoenolpyruvate carboxykinase gene from maize confers enhanced tolerance to water deficit stress in rice.",Plant Sci. 2022 Apr
35463404,542176,PP2C,ZmPP2C26 Alternative Splicing Variants Negatively Regulate Drought Tolerance in Maize.,Front Plant Sci. 2022 Apr 8
35463404,100381337,MAPK,ZmPP2C26 Alternative Splicing Variants Negatively Regulate Drought Tolerance in Maize.,Front Plant Sci. 2022 Apr 8
35535627,100191795,MAPKKK,"Genome-wide identification and characterization of the MAPKKK, MKK, and MPK families in Chinese elite maize inbred line Huangzaosi.",Plant Genome. 2022 Sep
35535627,100381337,MAPK,"Genome-wide identification and characterization of the MAPKKK, MKK, and MPK families in Chinese elite maize inbred line Huangzaosi.",Plant Genome. 2022 Sep
35587520,833704,WSD1,Physio-biochemical and molecular characterization of a rice drought-insensitive TILLING line 1 (ditl1) mutant.,Physiol Plant. 2022 May
35682553,837997,FOUR LIPS,A Rice R2R3-Type MYB Transcription Factor OsFLP Positively Regulates Drought Stress Response via OsNAC.,Int J Mol Sci. 2022 May 24
35682553,814812,MYB88,A Rice R2R3-Type MYB Transcription Factor OsFLP Positively Regulates Drought Stress Response via OsNAC.,Int J Mol Sci. 2022 May 24
36201982,815949,AtPR-1,Overexpression of durum wheat NAC transcription factor TtNTL3A promotes early flowering and increases multiple stress tolerance in transgenic Arabidopsis.,Plant Physiol Biochem. 2022 Sep 30
36201982,842733,AtNPR1,Overexpression of durum wheat NAC transcription factor TtNTL3A promotes early flowering and increases multiple stress tolerance in transgenic Arabidopsis.,Plant Physiol Biochem. 2022 Sep 30
36484033,829845,AP2,Isolation and characterization of drought and ABA responsive promoter of a transcription factor encoding gene from rice.,Physiol Mol Biol Plants. 2022 Oct
36531367,841122,RD21,Knockout of a papain-like cysteine protease gene OCP enhances blast resistance in rice.,Front Plant Sci. 2022 Nov 30
36737006,844194,trehalose-6-phosphate synthase,Candidate genes affecting stomatal density in rice (Oryza sativa L.) identified by genome-wide association.,Plant Sci. 2023 May
36737006,843148,B-BOX zinc finger family protein,Candidate genes affecting stomatal density in rice (Oryza sativa L.) identified by genome-wide association.,Plant Sci. 2023 May
37209314,853568,SOD1,Bioinformatic and functional analysis of OsDHN2 under cadmium stress.,Funct Integr Genomics
37209314,853344,GSH1,Bioinformatic and functional analysis of OsDHN2 under cadmium stress.,Funct Integr Genomics
37209314,852979,CTT1,Bioinformatic and functional analysis of OsDHN2 under cadmium stress.,Funct Integr Genomics
38166714,102577694,peroxidase,Genome-wide analysis of the U-box E3 ligases gene family in potato (Solanum tuberosum L.) and overexpress StPUB25 enhance drought tolerance in transgenic Arabidopsis.,BMC Genomics
38319323,817951,Fes1,Overexpression of the OsFes1A increased the phytosterols content and enhanced drought and salt stress tolerance in Arabidopsis.,Planta
38319323,820091,fes1a,Overexpression of the OsFes1A increased the phytosterols content and enhanced drought and salt stress tolerance in Arabidopsis.,Planta
38319323,820438,Hsp70,Overexpression of the OsFes1A increased the phytosterols content and enhanced drought and salt stress tolerance in Arabidopsis.,Planta
38723179,828651,DREB1C,Functional Divergence in Orthologous Transcription Factors: Insights from AtCBF2/3/1 and OsDREB1C.,Mol Biol Evol
39041424,842538,HIGH LEAF TEMPERATURE1,A module involving HIGH LEAF TEMPERATURE1 controls instantaneous water use efficiency.,Plant Physiol
39041424,819215,MITOGEN-ACTIVATED PROTEIN KINASE12,A module involving HIGH LEAF TEMPERATURE1 controls instantaneous water use efficiency.,Plant Physiol
39041424,837805,SLOW ANION CHANNEL-ASSOCIATED1,A module involving HIGH LEAF TEMPERATURE1 controls instantaneous water use efficiency.,Plant Physiol
39041424,829541,OPEN STOMATA1,A module involving HIGH LEAF TEMPERATURE1 controls instantaneous water use efficiency.,Plant Physiol
39041424,827842,GUARD CELL HYDROGEN PEROXIDE-RESISTANT1,A module involving HIGH LEAF TEMPERATURE1 controls instantaneous water use efficiency.,Plant Physiol
39299420,107825965,GA20ox,Genome-wide identification of hormone biosynthetic and metabolism genes in the 2OGD family of tobacco and JOX genes silencing enhances drought tolerance in plants.,Int J Biol Macromol
39332567,544113,MYB,Genome-wide analysis of the CCT gene family and functional characterization of SlCCT6 in response to drought stress in tomato.,Int J Biol Macromol
39369362,836574,Xylem NAC domain 1,"Rice homolog of Arabidopsis Xylem NAC domain 1 (OsXND1), a NAC transcription factor regulates drought stress responsive root system architecture in indica rice.",
39854789,820667,AtNCED3,Unveiling the role of OsSAP17: Enhancing plant resistance to drought and salt.,Plant Physiol Biochem
39854789,841665,AtABA2,Unveiling the role of OsSAP17: Enhancing plant resistance to drought and salt.,Plant Physiol Biochem
40403620,837304,AtAPX1,Overexpression of auxin early response gene LcSAUR1 (Leymus chinensis) increases sensitivity to alkali and drought stresses in Arabidopsis and rice.,Plant Physiol Biochem
40597593,103723396,LOC103723396,Genome-wide and transcriptome analysis of PdWRKY transcription factors in date palm (Phoenix dactylifera) revealing insights into heat and drought stress tolerance.,BMC Genomics
40597593,103718774,LOC103718774,Genome-wide and transcriptome analysis of PdWRKY transcription factors in date palm (Phoenix dactylifera) revealing insights into heat and drought stress tolerance.,BMC Genomics
40597593,103713231,LOC103713231,Genome-wide and transcriptome analysis of PdWRKY transcription factors in date palm (Phoenix dactylifera) revealing insights into heat and drought stress tolerance.,BMC Genomics
40597593,103721327,LOC103721327,Genome-wide and transcriptome analysis of PdWRKY transcription factors in date palm (Phoenix dactylifera) revealing insights into heat and drought stress tolerance.,BMC Genomics
40597593,103721580,LOC103721580,Genome-wide and transcriptome analysis of PdWRKY transcription factors in date palm (Phoenix dactylifera) revealing insights into heat and drought stress tolerance.,BMC Genomics
40597593,103707788,LOC103707788,Genome-wide and transcriptome analysis of PdWRKY transcription factors in date palm (Phoenix dactylifera) revealing insights into heat and drought stress tolerance.,BMC Genomics
40624271,102682064,NAC,Comprehensive genome-wide characterization of NAC transcription factors in Barley influence insights into stress tolerance and evolutionary dynamics.,Sci Rep
41034703,29141378,RbcL,OsFLN2 gene knockout reduces leaf water status and photosynthetic performance of rice plants under water deficit.,BMC Plant Biol
41034703,29141363,PsaA.,OsFLN2 gene knockout reduces leaf water status and photosynthetic performance of rice plants under water deficit.,BMC Plant Biol
41696166,834947,Late,Identification and characterization of LEA gene family in physic nut and functional analysis of JcLEA1 under drought stress.,
41696166,837071,LEA1,Identification and characterization of LEA gene family in physic nut and functional analysis of JcLEA1 under drought stress.,
