pmid,gene_id,gene_text,title,journal
19161942,841665,ABA2,Transgenic expression of MYB15 confers enhanced sensitivity to abscisic acid and improved drought tolerance in Arabidopsis thaliana.,J Genet Genomics. 2009 Jan
19161942,822061,ABI3,Transgenic expression of MYB15 confers enhanced sensitivity to abscisic acid and improved drought tolerance in Arabidopsis thaliana.,J Genet Genomics. 2009 Jan
19161942,844047,AtADH1,Transgenic expression of MYB15 confers enhanced sensitivity to abscisic acid and improved drought tolerance in Arabidopsis thaliana.,J Genet Genomics. 2009 Jan
19161942,832636,RD22,Transgenic expression of MYB15 confers enhanced sensitivity to abscisic acid and improved drought tolerance in Arabidopsis thaliana.,J Genet Genomics. 2009 Jan
19161942,835306,RD29B,Transgenic expression of MYB15 confers enhanced sensitivity to abscisic acid and improved drought tolerance in Arabidopsis thaliana.,J Genet Genomics. 2009 Jan
19161942,818608,AtEM6,Transgenic expression of MYB15 confers enhanced sensitivity to abscisic acid and improved drought tolerance in Arabidopsis thaliana.,J Genet Genomics. 2009 Jan
19826230,836367,MYB96,Auxin homeostasis during lateral root development under drought condition.,Plant Signal Behav. 2009 Oct
20976458,842007,LAS,Overexpression of the Brassica napus BnLAS gene in Arabidopsis affects plant development and increases drought tolerance.,Plant Cell Rep. 2011 Mar
20976458,837602,CER1,Overexpression of the Brassica napus BnLAS gene in Arabidopsis affects plant development and increases drought tolerance.,Plant Cell Rep. 2011 Mar
20976458,828553,CER2,Overexpression of the Brassica napus BnLAS gene in Arabidopsis affects plant development and increases drought tolerance.,Plant Cell Rep. 2011 Mar
20976458,839395,KCS1,Overexpression of the Brassica napus BnLAS gene in Arabidopsis affects plant development and increases drought tolerance.,Plant Cell Rep. 2011 Mar
20976458,839578,KCS2,Overexpression of the Brassica napus BnLAS gene in Arabidopsis affects plant development and increases drought tolerance.,Plant Cell Rep. 2011 Mar
21459832,606325,TaNAC69,Overexpression of TaNAC69 leads to enhanced transcript levels of stress up-regulated genes and dehydration tolerance in bread wheat.,Mol Plant. 2011 Jul
21459832,837731,glyoxalase I,Overexpression of TaNAC69 leads to enhanced transcript levels of stress up-regulated genes and dehydration tolerance in bread wheat.,Mol Plant. 2011 Jul
21478367,814644,RHA2b,The Arabidopsis RING finger E3 ligase RHA2b acts additively with RHA2a in regulating abscisic acid signaling and drought response.,Plant Physiol. 2011 Jun
21478367,838073,RHA2a,The Arabidopsis RING finger E3 ligase RHA2b acts additively with RHA2a in regulating abscisic acid signaling and drought response.,Plant Physiol. 2011 Jun
21478367,835809,protein phosphatase 2C,The Arabidopsis RING finger E3 ligase RHA2b acts additively with RHA2a in regulating abscisic acid signaling and drought response.,Plant Physiol. 2011 Jun
